user_id,keyword_name,rating,user_id,페이지1 방문,페이지2 방문,페이지3 방문,누적방문수,누적클릭수,누적체류시간,누적뷰티키워드검색,누적IT키워드검색,when
30,Vampire in Brooklyn (1995),1,30,0,1,0,26,58,61,16,19,2021-11-23 14:57
30,Beautiful Girls (1996),1,30,0,0,1,19,62,60,18,20,2021-11-23 14:57
30,Broken Arrow (1996),1,30,1,0,0,27,25,83,13,19,2021-11-23 14:57
30,In the Bleak Midwinter (1995),1,30,0,1,0,14,45,59,13,13,2021-11-23 14:57
30,"Hate (Haine, La) (1995)",1,30,0,1,0,17,67,45,19,11,2021-11-23 14:57
30,Heidi Fleiss: Hollywood Madam (1995),1,30,1,0,0,28,44,63,16,15,2021-11-23 14:57
30,City Hall (1996),1,30,0,1,0,26,11,88,20,12,2021-11-23 14:57
30,Bottle Rocket (1996),1,30,0,1,0,14,44,68,15,20,2021-11-23 14:57
30,Mr. Wrong (1996),1,30,1,0,0,22,41,64,14,15,2021-11-23 14:57
30,Unforgettable (1996),1,30,1,0,0,27,54,40,14,11,2021-11-23 14:57
30,Happy Gilmore (1996),1,30,0,1,0,21,13,52,14,17,2021-11-23 14:57
30,"Bridges of Madison County, The (1995)",1,30,1,0,0,25,61,73,19,11,2021-11-23 14:57
30,Nobody Loves Me (Keiner liebt mich) (1994),1,30,1,0,0,29,61,86,10,14,2021-11-23 14:57
30,Muppet Treasure Island (1996),1,30,0,1,0,25,46,78,13,18,2021-11-23 14:57
30,Catwalk (1996),1,30,1,0,0,27,79,62,18,15,2021-11-23 14:57
30,Braveheart (1995),1,30,0,0,1,16,35,53,12,20,2021-11-23 14:57
30,Taxi Driver (1976),1,30,1,0,0,10,29,59,13,17,2021-11-23 14:57
30,Rumble in the Bronx (Hont faan kui) (1995),1,30,1,0,0,29,30,66,10,13,2021-11-23 14:57
30,Before and After (1996),1,30,1,0,0,29,80,71,17,14,2021-11-23 14:57
30,Anne Frank Remembered (1995),1,30,0,0,1,25,52,72,13,18,2021-11-23 14:57
30,"Young Poisoner's Handbook, The (1995)",1,30,0,1,0,14,50,40,16,19,2021-11-23 14:57
30,If Lucy Fell (1996),1,30,0,0,1,22,23,80,17,18,2021-11-23 14:57
30,"Steal Big, Steal Little (1995)",1,30,1,0,0,16,15,84,15,18,2021-11-23 14:57
30,"Boys of St. Vincent, The (1992)",1,30,1,0,0,10,46,50,18,15,2021-11-23 14:57
30,Boomerang (1992),1,30,1,0,0,14,14,85,13,15,2021-11-23 14:57
30,Chungking Express (Chung Hing sam lam) (1994),1,30,0,1,0,20,41,45,16,12,2021-11-23 14:57
30,Flirting With Disaster (1996),1,30,1,0,0,20,12,86,18,17,2021-11-23 14:57
30,"NeverEnding Story III, The (1994)",1,30,0,1,0,17,47,55,17,11,2021-11-23 14:57
30,Jupiter's Wife (1994),1,30,0,0,1,30,68,88,19,13,2021-11-23 14:57
30,Pie in the Sky (1996),1,30,0,0,1,26,44,47,13,20,2021-11-23 14:57
30,Jade (1995),1,30,1,0,0,27,78,61,15,16,2021-11-23 14:57
30,Down Periscope (1996),1,30,0,0,1,17,63,47,12,13,2021-11-23 14:57
30,Man of the Year (1995),1,30,1,0,0,28,34,51,10,17,2021-11-23 14:57
30,Up Close and Personal (1996),1,30,1,0,0,27,76,83,20,15,2021-11-23 14:57
30,"Birdcage, The (1996)",1,30,0,0,1,13,10,78,17,20,2021-11-23 14:57
30,"Brothers McMullen, The (1995)",1,30,0,1,0,16,62,88,17,13,2021-11-23 14:57
30,Bad Boys (1995),1,30,0,1,0,22,47,65,15,19,2021-11-23 14:57
30,"Amazing Panda Adventure, The (1995)",1,30,0,1,0,23,28,88,15,15,2021-11-23 14:57
30,"Basketball Diaries, The (1995)",1,30,0,1,0,16,28,72,17,16,2021-11-23 14:57
30,"Awfully Big Adventure, An (1995)",1,30,0,0,1,17,10,41,20,16,2021-11-23 14:57
30,Amateur (1994),1,30,1,0,0,29,79,45,12,12,2021-11-23 14:57
30,Apollo 13 (1995),1,30,1,0,0,13,63,63,17,17,2021-11-23 14:57
30,Rob Roy (1995),1,30,1,0,0,26,28,88,20,17,2021-11-23 14:57
30,"Addiction, The (1995)",1,30,0,0,1,22,25,44,12,13,2021-11-23 14:57
30,Batman Forever (1995),1,30,0,0,1,29,22,41,11,11,2021-11-23 14:57
30,Beauty of the Day (Belle de jour) (1967),1,30,0,0,1,18,49,89,10,14,2021-11-23 14:57
30,Beyond Rangoon (1995),1,30,0,1,0,18,51,70,16,10,2021-11-23 14:57
30,Blue in the Face (1995),1,30,0,1,0,11,63,46,12,18,2021-11-23 14:57
30,Canadian Bacon (1995),1,30,1,0,0,29,71,67,11,17,2021-11-23 14:57
30,Casper (1995),1,30,1,0,0,10,73,53,18,11,2021-11-23 14:57
30,Clockers (1995),1,30,0,1,0,14,24,65,14,12,2021-11-26 15:31
31,Congo (1995),1,31,0,0,1,10,11,70,14,13,2021-10-27 22:34
31,Crimson Tide (1995),1,31,0,0,1,14,80,47,18,19,2021-11-10 9:44
31,Crumb (1994),1,31,1,0,0,14,60,78,20,15,2021-11-16 14:42
31,Desperado (1995),1,31,0,1,0,21,44,73,13,14,2022-01-11 16:55
31,Devil in a Blue Dress (1995),1,31,0,1,0,30,80,54,17,18,2022-04-12 17:48
32,Die Hard: With a Vengeance (1995),1,32,1,0,0,17,20,84,19,19,2021-10-20 14:53
32,"Doom Generation, The (1995)",1,32,1,0,0,24,34,64,19,18,2021-10-29 15:43
32,First Knight (1995),1,32,1,0,0,28,15,60,13,17,2021-11-12 15:39
32,Free Willy 2: The Adventure Home (1995),1,32,1,0,0,18,61,54,18,11,2021-11-22 15:08
32,Hackers (1995),1,32,0,1,0,12,61,89,16,11,2022-04-12 15:20
32,Jeffrey (1995),1,32,0,1,0,14,34,58,16,20,2022-04-28 17:19
32,Johnny Mnemonic (1995),1,32,0,1,0,11,69,62,13,14,2022-04-28 17:19
37,Judge Dredd (1995),1,37,1,0,0,20,60,77,16,17,2022-05-09 10:37
38,Jury Duty (1995),1,38,1,0,0,25,58,52,19,18,2021-12-20 18:22
39,Kids (1995),1,39,0,1,0,17,58,81,17,10,2021-10-20 18:39
39,Living in Oblivion (1995),1,39,1,0,0,18,31,65,12,12,2021-10-20 18:41
40,Lord of Illusions (1995),1,40,1,0,0,20,12,65,13,17,2022-04-08 17:52
40,Love & Human Remains (1993),1,40,1,0,0,10,62,59,16,18,2022-04-08 17:52
40,Mad Love (1995),1,40,0,0,1,13,59,54,20,13,2022-04-08 17:57
41,Mallrats (1995),1,41,0,1,0,12,72,69,19,12,2021-11-16 22:31
41,Mighty Morphin Power Rangers: The Movie (1995),1,41,1,0,0,10,31,74,16,16,2021-11-16 22:31
41,Mute Witness (1994),1,41,0,0,1,28,70,89,15,17,2021-11-16 22:31
41,Nadja (1994),1,41,1,0,0,21,51,67,19,13,2021-11-16 22:31
41,"Net, The (1995)",1,41,1,0,0,17,52,70,19,17,2021-11-16 22:31
41,Nine Months (1995),1,41,1,0,0,27,38,44,12,12,2021-11-16 22:31
41,Party Girl (1995),1,41,1,0,0,15,53,61,18,19,2021-11-16 22:31
41,"Prophecy, The (1995)",1,41,0,0,1,18,48,46,12,19,2021-11-16 22:31
41,Reckless (1995),1,41,1,0,0,22,50,76,18,13,2021-11-16 22:31
41,Safe (1995),1,41,0,1,0,17,63,88,13,18,2021-11-16 22:31
41,"Scarlet Letter, The (1995)",1,41,0,0,1,24,28,66,12,14,2021-11-16 22:31
41,Showgirls (1995),1,41,1,0,0,23,73,78,16,17,2021-11-16 22:31
41,Smoke (1995),1,41,1,0,0,14,23,44,16,18,2021-11-16 22:31
41,Something to Talk About (1995),1,41,0,1,0,30,35,62,14,16,2021-11-16 22:31
41,Species (1995),1,41,0,0,1,22,61,50,20,16,2021-11-16 22:31
41,Strange Days (1995),1,41,0,0,1,18,21,63,10,19,2021-11-16 22:31
41,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",1,41,1,0,0,21,45,50,11,13,2021-11-16 22:31
41,Three Wishes (1995),1,41,1,0,0,21,49,85,17,20,2021-11-16 22:31
41,Total Eclipse (1995),1,41,1,0,0,16,16,69,14,13,2021-11-16 22:31
41,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",1,41,0,1,0,15,56,88,20,19,2021-11-16 22:31
41,Under Siege 2: Dark Territory (1995),1,41,0,1,0,20,62,43,12,19,2021-11-16 22:31
41,Unstrung Heroes (1995),1,41,0,0,1,17,73,84,20,15,2021-11-16 22:31
41,Unzipped (1995),1,41,1,0,0,10,24,47,20,13,2021-11-16 22:31
41,"Walk in the Clouds, A (1995)",1,41,1,0,0,13,67,42,10,11,2021-11-16 22:31
41,Waterworld (1995),1,41,0,0,1,21,39,52,18,20,2021-11-16 22:31
41,White Man's Burden (1995),1,41,0,0,1,29,22,62,15,11,2021-11-16 22:31
41,Wild Bill (1995),1,41,0,1,0,24,13,71,11,20,2021-11-16 22:31
41,"Browning Version, The (1994)",1,41,0,0,1,14,79,59,18,10,2021-11-16 22:31
41,Bushwhacked (1995),1,41,1,0,0,14,79,63,19,10,2021-11-16 22:31
41,Burnt by the Sun (Utomlyonnye solntsem) (1994),1,41,0,0,1,19,10,61,10,10,2021-11-16 22:31
41,Before the Rain (Pred dozhdot) (1994),1,41,1,0,0,10,27,61,14,17,2021-11-16 22:31
41,Before Sunrise (1995),1,41,1,0,0,30,15,90,17,19,2021-11-16 22:31
41,Billy Madison (1995),1,41,0,0,1,27,40,88,20,14,2021-11-16 22:31
41,"Babysitter, The (1995)",1,41,0,1,0,30,56,61,12,14,2021-11-16 22:31
41,Boys on the Side (1995),1,41,0,1,0,29,75,68,12,17,2021-11-16 22:31
41,"Cure, The (1995)",1,41,1,0,0,23,50,44,20,13,2021-11-16 22:31
41,Castle Freak (1995),1,41,1,0,0,25,26,86,12,16,2021-11-16 22:31
41,Circle of Friends (1995),1,41,1,0,0,15,40,42,20,12,2021-11-16 22:31
41,Clerks (1994),1,41,0,0,1,13,42,66,19,16,2021-11-16 22:31
41,Don Juan DeMarco (1995),1,41,0,1,0,15,51,58,16,18,2021-11-16 22:31
41,Disclosure (1994),1,41,0,1,0,27,51,68,18,13,2021-11-16 22:31
41,Drop Zone (1994),1,41,0,0,1,23,79,64,13,20,2021-11-16 22:31
41,Destiny Turns on the Radio (1995),1,41,1,0,0,26,13,64,19,20,2021-11-16 22:31
41,Death and the Maiden (1994),1,41,0,1,0,19,31,47,12,17,2021-11-16 22:31
41,Dolores Claiborne (1995),1,41,0,1,0,17,44,68,12,17,2021-11-16 22:31
41,Dumb & Dumber (Dumb and Dumber) (1994),1,41,0,0,1,22,47,70,15,16,2021-11-16 22:31
41,Eat Drink Man Woman (Yin shi nan nu) (1994),1,41,1,0,0,24,22,86,10,19,2021-11-16 22:31
41,Exotica (1994),1,41,1,0,0,30,63,61,15,12,2021-11-16 22:31
41,Exit to Eden (1994),1,41,0,1,0,14,19,77,20,12,2021-11-16 22:31
41,Ed Wood (1994),1,41,0,0,1,28,35,79,17,20,2021-11-16 22:31
41,French Kiss (1995),1,41,1,0,0,10,38,41,12,12,2021-11-16 22:31
41,Forget Paris (1995),1,41,1,0,0,29,77,59,20,15,2021-11-16 22:31
41,Far From Home: The Adventures of Yellow Dog (1995),1,41,1,0,0,28,26,43,15,12,2021-11-16 22:31
41,"Goofy Movie, A (1995)",1,41,0,0,1,30,45,76,10,18,2021-11-16 22:31
41,Hideaway (1995),1,41,1,0,0,10,40,59,15,15,2021-11-16 22:31
41,Fluke (1995),1,41,1,0,0,26,14,67,17,12,2021-11-16 22:31
41,Farinelli: il castrato (1994),1,41,0,0,1,20,79,42,17,12,2021-11-16 22:31
41,Gordy (1995),1,41,0,0,1,27,46,50,10,15,2021-11-16 22:31
41,Hoop Dreams (1994),1,41,0,1,0,24,21,82,19,18,2021-11-16 22:31
41,Heavenly Creatures (1994),1,41,1,0,0,26,25,62,18,16,2021-11-16 22:31
41,Houseguest (1994),1,41,1,0,0,14,51,49,14,19,2021-11-16 22:31
41,Immortal Beloved (1994),1,41,1,0,0,30,17,85,18,17,2021-11-16 22:31
41,Heavyweights (Heavy Weights) (1995),1,41,0,0,1,15,10,60,18,11,2021-11-16 22:31
41,"Hunted, The (1995)",1,41,1,0,0,16,75,44,14,15,2021-11-16 22:31
41,I.Q. (1994),1,41,0,1,0,17,61,47,19,14,2021-11-16 22:31
41,Interview with the Vampire: The Vampire Chronicles (1994),1,41,1,0,0,22,51,74,15,18,2021-11-16 22:40
41,Jefferson in Paris (1995),1,41,0,1,0,18,15,47,12,17,2021-11-16 22:41
41,"Jerky Boys, The (1995)",1,41,1,0,0,21,19,69,11,17,2021-11-17 9:18
41,Junior (1994),1,41,0,1,0,22,27,53,17,12,2021-11-25 7:52
41,Just Cause (1995),1,41,1,0,0,19,76,81,16,16,2021-11-25 7:53
41,"Kid in King Arthur's Court, A (1995)",1,41,0,0,1,16,16,70,13,15,2021-11-25 8:00
41,Kiss of Death (1995),1,41,0,0,1,16,55,63,13,20,2021-11-25 8:59
41,Star Wars: Episode IV - A New Hope (1977),1,41,0,1,0,28,51,81,15,11,2021-11-25 10:26
41,Little Women (1994),1,41,0,1,0,23,20,85,12,11,2021-11-25 11:03
41,"Little Princess, A (1995)",1,41,1,0,0,25,49,51,16,15,2021-11-25 11:03
41,Ladybird Ladybird (1994),1,41,1,0,0,25,72,61,19,18,2021-11-25 11:03
41,Like Water for Chocolate (Como agua para chocolate) (1992),1,41,0,1,0,20,42,81,17,10,2021-11-25 11:03
41,Legends of the Fall (1994),1,41,1,0,0,27,60,86,16,11,2021-11-25 11:03
41,Major Payne (1995),1,41,0,0,1,19,22,66,14,16,2021-11-25 11:03
41,My Crazy Life (Mi vida loca) (1993),1,41,1,0,0,13,29,55,11,19,2021-11-25 11:03
41,Love Affair (1994),1,41,1,0,0,14,59,45,16,20,2021-11-25 11:03
41,Losing Isaiah (1995),1,41,0,1,0,18,42,64,13,19,2021-11-25 11:03
41,"Madness of King George, The (1994)",1,41,0,0,1,22,60,75,13,20,2021-11-25 11:03
41,Mary Shelley's Frankenstein (Frankenstein) (1994),1,41,0,0,1,11,33,79,17,15,2021-11-25 11:03
41,Man of the House (1995),1,41,1,0,0,28,23,42,11,12,2021-11-25 11:03
41,Mixed Nuts (1994),1,41,0,1,0,30,13,56,11,10,2021-11-25 11:03
41,Milk Money (1994),1,41,0,1,0,24,10,59,16,14,2021-11-25 11:03
41,Miracle on 34th Street (1994),1,41,0,0,1,21,60,66,11,15,2021-11-25 11:03
41,Miami Rhapsody (1995),1,41,0,1,0,24,53,43,18,16,2021-12-14 19:43
41,My Family (1995),1,41,0,0,1,16,75,84,18,14,2022-01-05 20:34
41,Murder in the First (1995),1,41,1,0,0,25,74,88,10,10,2022-01-05 21:32
41,Nobody's Fool (1994),1,41,0,1,0,17,34,70,10,17,2022-01-05 22:28
41,Nell (1994),1,41,1,0,0,24,67,69,13,17,2022-01-09 20:17
41,New Jersey Drive (1995),1,41,0,0,1,14,16,82,14,20,2022-01-09 20:18
41,New York Cop (Ny청 Y척ku no koppu) (1993),1,41,0,0,1,24,45,74,20,13,2022-01-12 13:33
41,Beyond Bedlam (1993),1,41,0,0,1,10,57,42,16,19,2022-01-12 13:34
41,Nina Takes a Lover (1994),1,41,1,0,0,25,69,46,20,11,2022-01-12 13:46
41,Natural Born Killers (1994),1,41,0,0,1,12,56,67,20,10,2022-01-21 18:24
42,Only You (1994),1,42,0,0,1,18,76,82,20,15,2021-11-09 17:29
42,Once Were Warriors (1994),1,42,1,0,0,25,53,51,15,13,2021-12-02 21:08
42,Poison Ivy II (1996),1,42,0,0,1,25,37,82,15,11,2021-12-08 17:39
42,Outbreak (1995),1,42,0,0,1,13,37,55,16,20,2021-12-13 16:28
42,L챕on: The Professional (a.k.a. The Professional) (L챕on) (1994),1,42,0,0,1,26,26,50,17,11,2022-02-25 16:28
42,"Perez Family, The (1995)",1,42,1,0,0,17,51,48,16,13,2022-03-31 14:44
42,"Pyromaniac's Love Story, A (1995)",1,42,1,0,0,29,13,49,15,11,2022-03-31 15:01
42,Pulp Fiction (1994),1,42,0,1,0,20,65,61,20,18,2022-04-04 16:13
42,Pushing Hands (Tui shou) (1992),1,42,1,0,0,30,40,62,19,12,2022-04-04 16:14
44,Priest (1994),1,44,1,0,0,12,64,43,10,20,2021-10-26 17:34
44,Quiz Show (1994),1,44,0,0,1,18,73,42,15,13,2021-10-26 17:39
44,Picture Bride (Bijo photo) (1994),1,44,1,0,0,27,70,55,12,11,2021-10-26 17:39
44,"Queen Margot (Reine Margot, La) (1994)",1,44,0,1,0,20,49,75,16,11,2021-10-26 17:40
44,"Quick and the Dead, The (1995)",1,44,0,1,0,18,57,76,20,18,2021-12-08 14:44
44,Roommates (1995),1,44,1,0,0,25,51,54,15,19,2021-12-08 15:11
44,Ready to Wear (Pret-A-Porter) (1994),1,44,1,0,0,22,33,63,14,14,2021-12-14 14:15
44,Three Colors: Red (Trois couleurs: Rouge) (1994),1,44,1,0,0,27,75,76,16,13,2021-12-14 14:16
44,Three Colors: Blue (Trois couleurs: Bleu) (1993),1,44,1,0,0,13,62,88,13,17,2022-03-29 23:08
44,Three Colors: White (Trzy kolory: Bialy) (1994),1,44,0,0,1,24,25,47,18,12,2022-03-29 23:18
45,Rent-a-Kid (1995),1,45,0,0,1,27,14,41,15,14,2021-12-13 17:33
45,Relative Fear (1994),1,45,0,0,1,21,69,66,12,20,2021-12-28 11:40
45,Stuart Saves His Family (1995),1,45,1,0,0,12,74,53,11,18,2021-12-29 14:18
45,"Swan Princess, The (1994)",1,45,1,0,0,19,78,70,11,13,2021-12-31 14:50
45,"Secret of Roan Inish, The (1994)",1,45,0,0,1,29,70,54,11,13,2022-05-02 14:44
46,"Specialist, The (1994)",1,46,1,0,0,21,73,65,16,18,2021-11-23 21:02
46,Stargate (1994),1,46,1,0,0,28,59,79,11,14,2022-02-24 16:02
48,"Santa Clause, The (1994)",1,48,0,1,0,10,34,84,10,19,2021-11-23 12:15
48,"Shawshank Redemption, The (1994)",1,48,0,0,1,15,49,56,10,19,2021-11-26 14:32
48,Shallow Grave (1994),1,48,1,0,0,15,72,87,19,12,2021-12-09 20:00
48,Suture (1993),1,48,1,0,0,25,11,43,16,14,2021-12-09 20:00
49,Strawberry and Chocolate (Fresa y chocolate) (1993),1,49,0,0,1,23,14,41,13,11,2021-10-28 19:36
49,Swimming with Sharks (1995),1,49,0,0,1,22,15,74,16,13,2021-11-09 10:07
49,"Sum of Us, The (1994)",1,49,0,1,0,10,79,67,11,17,2021-11-11 9:33
49,National Lampoon's Senior Trip (1995),1,49,0,1,0,21,22,48,13,14,2021-11-11 9:43
49,To Live (Huozhe) (1994),1,49,0,1,0,12,79,43,12,17,2021-11-17 14:46
49,Tank Girl (1995),1,49,1,0,0,20,30,62,11,17,2021-11-17 14:46
49,Tales from the Crypt Presents: Demon Knight (1995),1,49,1,0,0,22,20,54,10,18,2021-11-17 14:46
49,Star Trek: Generations (1994),1,49,0,1,0,12,59,48,19,11,2021-12-07 14:09
49,Tales from the Hood (1995),1,49,0,1,0,28,56,76,15,10,2021-12-14 11:16
49,Tom & Viv (1994),1,49,0,0,1,13,76,86,14,19,2022-04-05 17:52
50,Village of the Damned (1995),1,50,0,0,1,28,38,61,12,12,2021-12-02 13:39
50,Tommy Boy (1995),1,50,1,0,0,18,24,42,20,13,2021-12-05 18:00
50,Vanya on 42nd Street (1994),1,50,1,0,0,25,22,78,10,17,2021-12-05 18:00
50,Underneath (1995),1,50,1,0,0,28,12,68,15,16,2021-12-06 12:30
50,"Walking Dead, The (1995)",1,50,0,1,0,13,69,46,13,16,2021-12-06 12:30
50,What's Eating Gilbert Grape (1993),1,50,1,0,0,24,33,77,18,17,2021-12-10 2:15
50,Virtuosity (1995),1,50,1,0,0,19,44,80,16,18,2022-01-19 15:43
50,While You Were Sleeping (1995),1,50,0,1,0,28,44,84,17,12,2022-02-03 14:40
50,"War, The (1994)",1,50,0,1,0,25,63,82,19,13,2022-02-22 14:22
