user_id,keyword_name,rating,user_id.1,페이지1 방문,페이지2 방문,페이지3 방문,누적방문수,누적클릭수,누적체류시간,누적뷰티키워드검색,누적IT키워드검색,when,book_id
25,BBQ,1,25,1,0,0,20,12,81,20,12,"03/31/2022, 13:37:00",1
25,호식이두마리치킨,1,25,1,0,0,11,16,82,11,12,"03/31/2022, 13:37:00",483
25,푸라닭,1,25,1,0,0,11,45,44,12,17,"03/31/2022, 13:37:00",465
25,굽네치킨,1,25,1,0,0,23,79,68,11,16,"03/31/2022, 13:37:00",73
25,교촌치킨,1,25,0,0,1,11,67,56,13,18,"03/31/2022, 13:37:00",68
25,BHC,1,25,0,1,0,29,50,61,13,18,"03/31/2022, 13:37:00",2
25,BMW,1,25,1,0,0,25,46,53,13,14,"03/31/2022, 14:04:00",3
25,볼보,1,25,0,0,1,18,47,42,20,14,"03/31/2022, 14:04:00",178
25,포르쉐,1,25,0,0,1,27,25,45,17,17,"03/31/2022, 14:04:00",462
25,벤츠,1,25,1,0,0,30,57,58,16,16,"03/31/2022, 14:04:00",172
25,아우디,1,25,0,0,1,16,35,44,16,16,"03/31/2022, 14:04:00",240
25,포켓몬빵,1,25,1,0,0,12,33,47,20,16,"04/04/2022, 14:15:00",463
25,마대리,1,25,1,0,0,22,24,47,16,13,"04/06/2022, 12:23:00",138
25,데이터마케팅코리아,1,25,0,1,0,28,45,67,11,19,"04/06/2022, 12:23:00",105
25,오아시스,1,25,1,0,0,10,49,73,20,10,"05/10/2022, 16:55:00",299
26,아이유,1,26,0,0,1,30,44,81,15,11,"12/17/2021, 11:56:00",248
26,서울랜드,1,26,1,0,0,12,66,71,16,13,"03/04/2022, 11:29:00",208
26,여수여행,1,26,0,0,1,25,50,50,12,20,"03/08/2022, 15:09:00",284
26,윤석열,1,26,1,0,0,20,58,86,11,14,"03/10/2022, 15:39:00",327
26,이재명,1,26,1,0,0,13,40,63,13,19,"03/10/2022, 15:39:00",332
26,얼음정수기,1,26,1,0,0,15,29,40,16,20,"05/09/2022, 10:23:00",274
26,ESG,1,26,0,0,1,14,20,89,10,11,"05/10/2022, 17:04:00",7
27,현대자동차,1,27,0,0,1,10,51,90,10,19,"10/20/2021, 12:20:00",481
27,기아자동차,1,27,1,0,0,17,37,55,10,16,"10/20/2021, 12:20:00",80
27,BMW,1,27,1,0,0,15,28,71,15,12,"10/20/2021, 12:23:00",3
27,당근마켓,1,27,1,0,0,17,41,41,20,20,"10/20/2021, 14:33:00",95
27,오늘의집,1,27,1,0,0,14,23,46,18,11,"10/20/2021, 14:33:00",296
27,테슬라,1,27,0,0,1,18,21,63,12,16,"10/21/2021, 11:35:00",430
28,롯데월드,1,28,0,0,1,25,40,67,16,16,"10/20/2021, 17:49:00",126
28,에버랜드,1,28,1,0,0,11,36,50,16,18,"11/25/2021, 10:48:00",277
30,부산여행,1,30,1,0,0,29,32,81,17,17,"11/23/2021, 14:57:00",179
30,트래킹,1,30,0,1,0,11,42,87,15,14,"11/23/2021, 14:57:00",448
30,가평여행,1,30,1,0,0,30,40,42,15,18,"11/23/2021, 14:57:00",35
30,충청남도여행,1,30,0,0,1,16,17,80,20,18,"11/23/2021, 14:57:00",388
30,전라남도여행,1,30,0,0,1,17,65,64,16,12,"11/23/2021, 14:57:00",349
30,하동여행,1,30,0,0,1,13,58,59,17,19,"11/23/2021, 14:57:00",473
30,골프,1,30,1,0,0,15,63,45,20,13,"11/23/2021, 14:57:00",64
30,화성여행,1,30,0,0,1,15,64,87,20,20,"11/23/2021, 14:57:00",491
30,한달살기,1,30,1,0,0,30,43,54,10,14,"11/23/2021, 14:57:00",475
30,제천여행,1,30,1,0,0,23,68,55,20,17,"11/23/2021, 14:57:00",363
30,빵지순례,1,30,0,0,1,16,12,59,14,14,"11/23/2021, 14:57:00",192
30,부안여행,1,30,1,0,0,24,32,74,19,14,"11/23/2021, 14:57:00",180
30,대전여행,1,30,0,0,1,30,70,49,13,18,"11/23/2021, 14:57:00",99
30,임실여행,1,30,1,0,0,26,68,79,17,19,"11/23/2021, 14:57:00",343
30,등산,1,30,1,0,0,22,62,41,11,20,"11/23/2021, 14:57:00",108
30,영덕여행,1,30,0,1,0,29,76,74,19,13,"11/23/2021, 14:57:00",291
30,강원도여행,1,30,0,1,0,26,58,61,16,19,"11/23/2021, 14:57:00",42
30,안동여행,1,30,0,0,1,19,62,60,18,20,"11/23/2021, 14:57:00",253
30,경기도여행,1,30,1,0,0,27,25,83,13,19,"11/23/2021, 14:57:00",54
30,신안여행,1,30,0,1,0,14,45,59,13,13,"11/23/2021, 14:57:00",228
30,군산여행,1,30,0,1,0,17,67,45,19,11,"11/23/2021, 14:57:00",72
30,증평여행,1,30,1,0,0,28,44,63,16,15,"11/23/2021, 14:57:00",373
30,괴산여행,1,30,0,1,0,26,11,88,20,12,"11/23/2021, 14:57:00",67
30,호캉스,1,30,0,1,0,14,44,68,15,20,"11/23/2021, 14:57:00",484
30,계룡여행,1,30,1,0,0,22,41,64,14,15,"11/23/2021, 14:57:00",62
30,순천여행,1,30,1,0,0,27,54,40,14,11,"11/23/2021, 14:57:00",225
30,제주도여행,1,30,0,1,0,21,13,52,14,17,"11/23/2021, 14:57:00",361
30,보은여행,1,30,1,0,0,25,61,73,19,11,"11/23/2021, 14:57:00",176
30,구례여행,1,30,1,0,0,29,61,86,10,14,"11/23/2021, 14:57:00",69
30,연천여행,1,30,0,1,0,25,46,78,13,18,"11/23/2021, 14:57:00",289
30,랜선투어,1,30,1,0,0,27,79,62,18,15,"11/23/2021, 14:57:00",117
30,인천여행,1,30,0,0,1,16,35,53,12,20,"11/23/2021, 14:57:00",341
30,양양여행,1,30,1,0,0,10,29,59,13,17,"11/23/2021, 14:57:00",271
30,전라북도여행,1,30,1,0,0,29,30,66,10,13,"11/23/2021, 14:57:00",350
30,삼척여행,1,30,1,0,0,29,80,71,17,14,"11/23/2021, 14:57:00",198
30,차박,1,30,0,0,1,25,52,72,13,18,"11/23/2021, 14:57:00",377
30,충청북도여행,1,30,0,1,0,14,50,40,16,19,"11/23/2021, 14:57:00",389
30,광주여행,1,30,0,0,1,22,23,80,17,18,"11/23/2021, 14:57:00",66
30,부여여행,1,30,1,0,0,16,15,84,15,18,"11/23/2021, 14:57:00",181
30,문경여행,1,30,1,0,0,10,46,50,18,15,"11/23/2021, 14:57:00",156
30,서산여행,1,30,1,0,0,14,14,85,13,15,"11/23/2021, 14:57:00",207
30,강진여행,1,30,0,1,0,20,41,45,16,12,"11/23/2021, 14:57:00",43
30,진안여행,1,30,1,0,0,20,12,86,18,17,"11/23/2021, 14:57:00",375
30,경상북도여행,1,30,0,1,0,17,47,55,17,11,"11/23/2021, 14:57:00",58
30,파주여행,1,30,0,0,1,30,68,88,19,13,"11/23/2021, 14:57:00",454
30,무주여행,1,30,0,0,1,26,44,47,13,20,"11/23/2021, 14:57:00",155
30,태안여행,1,30,1,0,0,27,78,61,15,16,"11/23/2021, 14:57:00",428
30,남해여행,1,30,0,0,1,17,63,47,12,13,"11/23/2021, 14:57:00",85
30,보성여행,1,30,1,0,0,28,34,51,10,17,"11/23/2021, 14:57:00",174
30,울산여행,1,30,1,0,0,27,76,83,20,15,"11/23/2021, 14:57:00",311
30,안성여행,1,30,0,0,1,13,10,78,17,20,"11/23/2021, 14:57:00",255
30,서울여행,1,30,0,1,0,16,62,88,17,13,"11/23/2021, 14:57:00",210
30,통영여행,1,30,0,1,0,22,47,65,15,19,"11/23/2021, 14:57:00",445
30,캠핑,1,30,0,1,0,23,28,88,15,15,"11/23/2021, 14:57:00",400
30,보령여행,1,30,0,1,0,16,28,72,17,16,"11/23/2021, 14:57:00",173
30,대구여행,1,30,0,0,1,17,10,41,20,16,"11/23/2021, 14:57:00",98
30,단양여행,1,30,1,0,0,29,79,45,12,12,"11/23/2021, 14:57:00",92
30,인제여행,1,30,1,0,0,13,63,63,17,17,"11/23/2021, 14:57:00",340
30,경상남도여행,1,30,1,0,0,26,28,88,20,17,"11/23/2021, 14:57:00",57
30,평창여행,1,30,0,0,1,22,25,44,12,13,"11/23/2021, 14:57:00",461
30,영월여행,1,30,0,0,1,29,22,41,11,11,"11/23/2021, 14:57:00",293
30,영주여행,1,30,0,0,1,18,49,89,10,14,"11/23/2021, 14:57:00",294
30,울릉도여행,1,30,0,1,0,18,51,70,16,10,"11/23/2021, 14:57:00",310
30,양산여행,1,30,0,1,0,11,63,46,12,18,"11/23/2021, 14:57:00",269
30,전동킥보드,1,30,1,0,0,29,71,67,11,17,"11/23/2021, 14:57:00",348
30,거제여행,1,30,1,0,0,10,73,53,18,11,"11/23/2021, 14:57:00",51
30,데이터마케팅코리아,1,30,0,1,0,14,24,65,14,12,"11/26/2021, 15:31:00",105
31,삼성전자,1,31,0,0,1,10,11,70,14,13,"10/27/2021, 22:34:00",196
31,롯데월드,1,31,0,0,1,14,80,47,18,19,"11/10/2021, 09:44:00",126
31,현대자동차,1,31,1,0,0,14,60,78,20,15,"11/16/2021, 14:42:00",481
31,입짧은햇님,1,31,0,1,0,21,44,73,13,14,"01/11/2022, 16:55:00",344
31,기아자동차,1,31,0,1,0,30,80,54,17,18,"04/12/2022, 17:48:00",80
32,롯데월드,1,32,1,0,0,17,20,84,19,19,"10/20/2021, 14:53:00",126
32,에버랜드,1,32,1,0,0,24,34,64,19,18,"10/29/2021, 15:43:00",277
32,족발,1,32,1,0,0,28,15,60,13,17,"11/12/2021, 15:39:00",367
32,서울랜드,1,32,1,0,0,18,61,54,18,11,"11/22/2021, 15:08:00",208
32,쏘카,1,32,0,1,0,12,61,89,16,11,"04/12/2022, 15:20:00",233
32,아이폰,1,32,0,1,0,14,34,58,16,20,"04/28/2022, 17:19:00",250
32,갤럭시,1,32,0,1,0,11,69,62,13,14,"04/28/2022, 17:19:00",44
37,얼음정수기,1,37,1,0,0,20,60,77,16,17,"05/09/2022, 10:37:00",274
38,힐링,1,38,1,0,0,25,58,52,19,18,"12/20/2021, 18:22:00",498
39,삼성전자,1,39,0,1,0,17,58,81,17,10,"10/20/2021, 18:39:00",196
39,애플,1,39,1,0,0,18,31,65,12,12,"10/20/2021, 18:41:00",260
40,와인,1,40,1,0,0,20,12,65,13,17,"04/08/2022, 17:52:00",304
40,전통주,1,40,1,0,0,10,62,59,16,18,"04/08/2022, 17:52:00",353
40,브랜디,1,40,0,0,1,13,59,54,20,13,"04/08/2022, 17:57:00",183
41,트래킹,1,41,0,1,0,12,72,69,19,12,"11/16/2021, 22:31:00",448
41,보령여행,1,41,1,0,0,10,31,74,16,16,"11/16/2021, 22:31:00",173
41,강원도여행,1,41,0,0,1,28,70,89,15,17,"11/16/2021, 22:31:00",42
41,빵지순례,1,41,1,0,0,21,51,67,19,13,"11/16/2021, 22:31:00",192
41,보은여행,1,41,1,0,0,17,52,70,19,17,"11/16/2021, 22:31:00",176
41,충청북도여행,1,41,1,0,0,27,38,44,12,12,"11/16/2021, 22:31:00",389
41,광주여행,1,41,1,0,0,15,53,61,18,19,"11/16/2021, 22:31:00",66
41,군산여행,1,41,0,0,1,18,48,46,12,19,"11/16/2021, 22:31:00",72
41,태안여행,1,41,1,0,0,22,50,76,18,13,"11/16/2021, 22:31:00",428
41,전라남도여행,1,41,0,1,0,17,63,88,13,18,"11/16/2021, 22:31:00",349
41,경상남도여행,1,41,0,0,1,24,28,66,12,14,"11/16/2021, 22:31:00",57
41,울릉도여행,1,41,1,0,0,23,73,78,16,17,"11/16/2021, 22:31:00",310
41,증평여행,1,41,1,0,0,14,23,44,16,18,"11/16/2021, 22:31:00",373
41,괴산여행,1,41,0,1,0,30,35,62,14,16,"11/16/2021, 22:31:00",67
41,안동여행,1,41,0,0,1,22,61,50,20,16,"11/16/2021, 22:31:00",253
41,영주여행,1,41,0,0,1,18,21,63,10,19,"11/16/2021, 22:31:00",294
41,충청남도여행,1,41,1,0,0,21,45,50,11,13,"11/16/2021, 22:31:00",388
41,단양여행,1,41,1,0,0,21,49,85,17,20,"11/16/2021, 22:31:00",92
41,문경여행,1,41,1,0,0,16,16,69,14,13,"11/16/2021, 22:31:00",156
41,무주여행,1,41,0,1,0,15,56,88,20,19,"11/16/2021, 22:31:00",155
41,골프,1,41,0,1,0,20,62,43,12,19,"11/16/2021, 22:31:00",64
41,보성여행,1,41,0,0,1,17,73,84,20,15,"11/16/2021, 22:31:00",174
41,평창여행,1,41,1,0,0,10,24,47,20,13,"11/16/2021, 22:31:00",461
41,경상북도여행,1,41,1,0,0,13,67,42,10,11,"11/16/2021, 22:31:00",58
41,양양여행,1,41,0,0,1,21,39,52,18,20,"11/16/2021, 22:31:00",271
41,신안여행,1,41,0,0,1,29,22,62,15,11,"11/16/2021, 22:31:00",228
41,한달살기,1,41,0,1,0,24,13,71,11,20,"11/16/2021, 22:31:00",475
41,인제여행,1,41,0,0,1,14,79,59,18,10,"11/16/2021, 22:31:00",340
41,구례여행,1,41,1,0,0,14,79,63,19,10,"11/16/2021, 22:31:00",69
41,대전여행,1,41,0,0,1,19,10,61,10,10,"11/16/2021, 22:31:00",99
41,거제여행,1,41,1,0,0,10,27,61,14,17,"11/16/2021, 22:31:00",51
41,제주도여행,1,41,1,0,0,30,15,90,17,19,"11/16/2021, 22:31:00",361
41,서울여행,1,41,0,0,1,27,40,88,20,14,"11/16/2021, 22:31:00",210
41,화성여행,1,41,0,1,0,30,56,61,12,14,"11/16/2021, 22:31:00",491
41,랜선투어,1,41,0,1,0,29,75,68,12,17,"11/16/2021, 22:31:00",117
41,제천여행,1,41,1,0,0,23,50,44,20,13,"11/16/2021, 22:31:00",363
41,통영여행,1,41,1,0,0,25,26,86,12,16,"11/16/2021, 22:31:00",445
41,울산여행,1,41,1,0,0,15,40,42,20,12,"11/16/2021, 22:31:00",311
41,차박,1,41,0,0,1,13,42,66,19,16,"11/16/2021, 22:31:00",377
41,부여여행,1,41,0,1,0,15,51,58,16,18,"11/16/2021, 22:31:00",181
41,남해여행,1,41,0,1,0,27,51,68,18,13,"11/16/2021, 22:31:00",85
41,등산,1,41,0,0,1,23,79,64,13,20,"11/16/2021, 22:31:00",108
41,전동킥보드,1,41,1,0,0,26,13,64,19,20,"11/16/2021, 22:31:00",348
41,대구여행,1,41,0,1,0,19,31,47,12,17,"11/16/2021, 22:31:00",98
41,임실여행,1,41,0,1,0,17,44,68,12,17,"11/16/2021, 22:31:00",343
41,경기도여행,1,41,0,0,1,22,47,70,15,16,"11/16/2021, 22:31:00",54
41,하동여행,1,41,1,0,0,24,22,86,10,19,"11/16/2021, 22:31:00",473
41,가평여행,1,41,1,0,0,30,63,61,15,12,"11/16/2021, 22:31:00",35
41,영덕여행,1,41,0,1,0,14,19,77,20,12,"11/16/2021, 22:31:00",291
41,캠핑,1,41,0,0,1,28,35,79,17,20,"11/16/2021, 22:31:00",400
41,계룡여행,1,41,1,0,0,10,38,41,12,12,"11/16/2021, 22:31:00",62
41,서산여행,1,41,1,0,0,29,77,59,20,15,"11/16/2021, 22:31:00",207
41,전라북도여행,1,41,1,0,0,28,26,43,15,12,"11/16/2021, 22:31:00",350
41,부안여행,1,41,0,0,1,30,45,76,10,18,"11/16/2021, 22:31:00",180
41,부산여행,1,41,1,0,0,10,40,59,15,15,"11/16/2021, 22:31:00",179
41,강진여행,1,41,1,0,0,26,14,67,17,12,"11/16/2021, 22:31:00",43
41,인천여행,1,41,0,0,1,20,79,42,17,12,"11/16/2021, 22:31:00",341
41,진안여행,1,41,0,0,1,27,46,50,10,15,"11/16/2021, 22:31:00",375
41,호캉스,1,41,0,1,0,24,21,82,19,18,"11/16/2021, 22:31:00",484
41,연천여행,1,41,1,0,0,26,25,62,18,16,"11/16/2021, 22:31:00",289
41,순천여행,1,41,1,0,0,14,51,49,14,19,"11/16/2021, 22:31:00",225
41,양산여행,1,41,1,0,0,30,17,85,18,17,"11/16/2021, 22:31:00",269
41,삼척여행,1,41,0,0,1,15,10,60,18,11,"11/16/2021, 22:31:00",198
41,영월여행,1,41,1,0,0,16,75,44,14,15,"11/16/2021, 22:31:00",293
41,파주여행,1,41,0,1,0,17,61,47,19,14,"11/16/2021, 22:31:00",454
41,마대리,1,41,1,0,0,22,51,74,15,18,"11/16/2021, 22:40:00",138
41,데이터마케팅캠퍼스,1,41,0,1,0,18,15,47,12,17,"11/16/2021, 22:41:00",104
41,안성여행,1,41,1,0,0,21,19,69,11,17,"11/17/2021, 09:18:00",255
41,그랜저,1,41,0,1,0,22,27,53,17,12,"11/25/2021, 07:52:00",75
41,쏘나타,1,41,1,0,0,19,76,81,16,16,"11/25/2021, 07:53:00",231
41,캐스퍼,1,41,0,0,1,16,16,70,13,15,"11/25/2021, 08:00:00",399
41,현대캐스퍼,1,41,0,0,1,16,55,63,13,20,"11/25/2021, 08:59:00",482
41,현대자동차,1,41,0,1,0,28,51,81,15,11,"11/25/2021, 10:26:00",481
41,아반떼,1,41,0,1,0,23,20,85,12,11,"11/25/2021, 11:03:00",237
41,펠리세이드,1,41,1,0,0,25,49,51,16,15,"11/25/2021, 11:03:00",459
41,G70,1,41,1,0,0,25,72,61,19,18,"11/25/2021, 11:03:00",10
41,SSG랜더스,1,41,0,1,0,20,42,81,17,10,"11/25/2021, 11:03:00",29
41,투싼,1,41,1,0,0,27,60,86,16,11,"11/25/2021, 11:03:00",447
41,한화이글스,1,41,0,0,1,19,22,66,14,16,"11/25/2021, 11:03:00",477
41,GV80,1,41,1,0,0,13,29,55,11,19,"11/25/2021, 11:03:00",13
41,싼타페,1,41,1,0,0,14,59,45,16,20,"11/25/2021, 11:03:00",230
41,GV70,1,41,0,1,0,18,42,64,13,19,"11/25/2021, 11:03:00",12
41,두산베어스,1,41,0,0,1,22,60,75,13,20,"11/25/2021, 11:03:00",107
41,KT위즈,1,41,0,0,1,11,33,79,17,15,"11/25/2021, 11:03:00",17
41,롯데자이언츠,1,41,1,0,0,28,23,42,11,12,"11/25/2021, 11:03:00",129
41,삼성라이온즈,1,41,0,1,0,30,13,56,11,10,"11/25/2021, 11:03:00",195
41,NC다이노스,1,41,0,1,0,24,10,59,16,14,"11/25/2021, 11:03:00",24
41,G80,1,41,0,0,1,21,60,66,11,15,"11/25/2021, 11:03:00",11
41,족발,1,41,0,1,0,24,53,43,18,16,"12/14/2021, 19:43:00",367
41,우리은행,1,41,0,0,1,16,75,84,18,14,"01/05/2022, 20:34:00",309
41,에스파,1,41,1,0,0,25,74,88,10,10,"01/05/2022, 21:32:00",279
41,ETF,1,41,0,1,0,17,34,70,10,17,"01/05/2022, 22:28:00",9
41,이재명,1,41,1,0,0,24,67,69,13,17,"01/09/2022, 20:17:00",332
41,윤석열,1,41,0,0,1,14,16,82,14,20,"01/09/2022, 20:18:00",327
41,DB손해보험,1,41,0,0,1,24,45,74,20,13,"01/12/2022, 13:33:00",6
41,연봉,1,41,0,0,1,10,57,42,16,19,"01/12/2022, 13:34:00",287
41,워라밸,1,41,1,0,0,25,69,46,20,11,"01/12/2022, 13:46:00",313
41,안철수,1,41,0,0,1,12,56,67,20,10,"01/21/2022, 18:24:00",256
42,최선어학원,1,42,0,0,1,18,76,82,20,15,"11/09/2021, 17:29:00",384
42,초등영어,1,42,1,0,0,25,53,51,15,13,"12/02/2021, 21:08:00",382
42,라이브최선,1,42,0,0,1,25,37,82,15,11,"12/08/2021, 17:39:00",114
42,중등영어,1,42,0,0,1,13,37,55,16,20,"12/13/2021, 16:28:00",372
42,청년취업사관학교,1,42,0,0,1,26,26,50,17,11,"02/25/2022, 16:28:00",381
42,벚꽃,1,42,1,0,0,17,51,48,16,13,"03/31/2022, 14:44:00",171
42,경주,1,42,1,0,0,29,13,49,15,11,"03/31/2022, 15:01:00",59
42,가장맛있는족발,1,42,0,1,0,20,65,61,20,18,"04/04/2022, 16:13:00",34
42,족발,1,42,1,0,0,30,40,62,19,12,"04/04/2022, 16:14:00",367
44,삼성전자,1,44,1,0,0,12,64,43,10,20,"10/26/2021, 17:34:00",196
44,아이폰,1,44,0,0,1,18,73,42,15,13,"10/26/2021, 17:39:00",250
44,데이터마케팅코리아,1,44,1,0,0,27,70,55,12,11,"10/26/2021, 17:39:00",105
44,카카오뱅크,1,44,0,1,0,20,49,75,16,11,"10/26/2021, 17:40:00",396
44,마루라이브,1,44,0,1,0,18,57,76,20,18,"12/08/2021, 14:44:00",139
44,리딩게이트,1,44,1,0,0,25,51,54,15,19,"12/08/2021, 15:11:00",134
44,최선어학원,1,44,1,0,0,22,33,63,14,14,"12/14/2021, 14:15:00",384
44,LIVE최선,1,44,1,0,0,27,75,76,16,13,"12/14/2021, 14:16:00",20
44,주방리모델링,1,44,1,0,0,13,62,88,13,17,"03/29/2022, 23:08:00",368
44,리스퀘어,1,44,0,0,1,24,25,47,18,12,"03/29/2022, 23:18:00",136
45,LIVE최선,1,45,0,0,1,27,14,41,15,14,"12/13/2021, 17:33:00",20
45,마루라이브,1,45,0,0,1,21,69,66,12,20,"12/28/2021, 11:40:00",139
45,초등영어,1,45,1,0,0,12,74,53,11,18,"12/29/2021, 14:18:00",382
45,중등영어,1,45,1,0,0,19,78,70,11,13,"12/31/2021, 14:50:00",372
45,라이브최선,1,45,0,0,1,29,70,54,11,13,"05/02/2022, 14:44:00",114
46,데이터마케팅코리아,1,46,1,0,0,21,73,65,16,18,"11/23/2021, 21:02:00",105
46,족발,1,46,1,0,0,28,59,79,11,14,"02/24/2022, 16:02:00",367
48,브라운백커피,1,48,0,1,0,10,34,84,10,19,"11/23/2021, 12:15:00",182
48,커피창고,1,48,0,0,1,15,49,56,10,19,"11/26/2021, 14:32:00",404
48,취업,1,48,1,0,0,15,72,87,19,12,"12/09/2021, 20:00:00",390
48,창업,1,48,1,0,0,25,11,43,16,14,"12/09/2021, 20:00:00",379
49,롯데월드,1,49,0,0,1,23,14,41,13,11,"10/28/2021, 19:36:00",126
49,에버랜드,1,49,0,0,1,22,15,74,16,13,"11/09/2021, 10:07:00",277
49,서울랜드,1,49,0,1,0,10,79,67,11,17,"11/11/2021, 09:33:00",208
49,서울스카이,1,49,0,1,0,21,22,48,13,14,"11/11/2021, 09:43:00",209
49,코엑스아쿠아리움,1,49,0,1,0,12,79,43,12,17,"11/17/2021, 14:46:00",409
49,롯데워터파크,1,49,1,0,0,20,30,62,11,17,"11/17/2021, 14:46:00",125
49,롯데월드아쿠아리움,1,49,1,0,0,22,20,54,10,18,"11/17/2021, 14:46:00",128
49,롯데월드부산,1,49,0,1,0,12,59,48,19,11,"12/07/2021, 14:09:00",127
49,코로나,1,49,0,1,0,28,56,76,15,10,"12/14/2021, 11:16:00",407
49,무신사,1,49,0,0,1,13,76,86,14,19,"04/05/2022, 17:52:00",154
50,코로나,1,50,0,0,1,28,38,61,12,12,"12/02/2021, 13:39:00",407
50,토너,1,50,1,0,0,18,24,42,20,13,"12/05/2021, 18:00:00",432
50,탈모샴푸,1,50,1,0,0,25,22,78,10,17,"12/05/2021, 18:00:00",426
50,이니스프리,1,50,1,0,0,28,12,68,15,16,"12/06/2021, 12:30:00",328
50,올리브영,1,50,0,1,0,13,69,46,13,16,"12/06/2021, 12:30:00",302
50,롯데월드,1,50,1,0,0,24,33,77,18,17,"12/10/2021, 02:15:00",126
50,푸르지오,1,50,1,0,0,19,44,80,16,18,"01/19/2022, 15:43:00",466
50,크림,1,50,0,1,0,28,44,84,17,12,"02/03/2022, 14:40:00",423
50,마대리,1,50,0,1,0,25,63,82,19,13,"02/22/2022, 14:22:00",138
50,데이터분석,1,50,0,0,1,22,14,88,14,12,"02/22/2022, 14:23:00",106
50,겨울,1,50,1,0,0,15,63,40,13,14,"02/22/2022, 15:15:00",52
50,데이터마케팅,1,50,0,1,0,10,61,87,17,14,"03/01/2022, 15:49:00",103
50,왓챠,1,50,0,0,1,23,79,73,15,20,"03/03/2022, 20:01:00",305
50,치킨,1,50,1,0,0,23,12,56,16,18,"03/10/2022, 23:00:00",391
50,벚꽃,1,50,1,0,0,11,71,63,13,16,"03/24/2022, 17:00:00",171
50,캠핑장,1,50,1,0,0,28,15,77,15,17,"03/29/2022, 16:59:00",401
50,여의도벚꽃축제,1,50,1,0,0,23,64,47,15,20,"03/30/2022, 11:42:00",285
50,와인,1,50,1,0,0,24,18,50,13,20,"04/18/2022, 14:15:00",304
50,참이슬,1,50,0,1,0,25,73,85,12,15,"04/18/2022, 14:18:00",378
